1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,class
-135.7013374,12,9,61.83335551,0,3,23,-26.99898572,9,0,,4.666382819,21.41600975,-78.70216873,16,0.490087551,17,3,-61.20201656,-18.75579763,4,3,2,4,,12,14,47.99002824,4,1,3,2,18.5920547,121.8174849,-36.16496641,5,25.55844075,84.67068639,16.92173648,-17.02527364,,-2.631023241,38.01823506,,11,62.82049767,0,4,13.36849716,4,,37.12974626,-12.02603756,67.27415035,-19.72050406,8.878410309,41.38583855,-24.95475423,0
133.7185924,13,12,,1,3,24,-33.24119006,9,0,-41.63826112,27.12785606,104.3549344,-47.75478205,16,-11.69867103,15,2,-13.41983285,-39.9666617,2,3,2,6,25.81992409,15,12,49.58082364,4,0,2,5,15.0144608,50.43930252,-33.72319524,3,0.20443456,98.94345753,14.07090131,-44.68759094,-9.13024064,0.250503436,30.11213589,1,11,-91.62228059,0,3,24.55264138,3,10,1.427715301,-30.31396612,-2.061820982,-17.58812472,24.20608701,41.20975563,,0
-186.2218669,,11,19.60108761,0,3,23,,6,,,17.3939975,48.17075581,-109.9225204,16,-9.08959185,17,4,63.40222637,-36.01913483,1,1,,6,5.375057577,12,14,58.75973884,4,1,3,3,10.48092345,167.0868588,-81.62076655,7,4.069519588,2.872609232,-17.88285444,-28.76586648,-101.3722409,1.482684526,16.84639229,1,11,-64.34867839,0,3,15.16987652,2,16,47.8115298,-15.41770394,-30.29229759,-56.67542049,23.77890821,,-33.80434237,0
-51.30196702,13,14,11.35987147,0,2,24,-49.84162271,9,,,88.34740305,24.184883,-73.29420845,17,,18,5,-23.1208117,15.86871568,4,,2,6,-11.41694782,14,11,59.42910235,,0,4,3,4.644484092,175.0883461,-73.35881108,1,0.143749194,-0.38257158,-19.94289926,-23.06103731,-43.43009308,3.634650349,40.38657725,0,11,-112.6529166,0,6,,4,13,17.46254357,-37.59406766,35.91756183,14.24776536,21.43321271,51.28510473,,0
46.73873252,12,,26.40086337,0,2,22,-51.57546715,9,1,-36.4244988,13.82518383,-2.27403706,-122.8815961,14,-11.70257221,14,5,,-9.067105458,4,6,2,3,18.56497501,15,13,45.70631474,3,0,4,2,21.80226674,147.4531097,-20.33098394,4,1.47237636,68.18482451,-22.31805269,,32.77233063,-2.258720149,24.39262281,0,11,11.81512489,0,3,13.92130294,3,,25.02929156,-48.40901559,33.72153184,-8.060767663,32.36712857,40.68966889,-53.2419952,1
-103.1399578,13,12,25.40221709,0,2,24,,8,,47.75553132,-62.07477199,50.34448339,-61.53914483,17,-10.92075875,19,3,28.50223683,8.758772207,2,8,3,5,-54.65234315,15,12,55.39231435,6,0,3,1,11.30667628,-26.34339219,-32.72689135,5,0.504323293,26.36328572,-2.996577717,-5.367151888,-174.0673477,2.132114465,38.59383842,0,,-18.21215502,0,2,20.90815596,5,12,17.14774684,45.98042824,-23.69239692,-16.48786894,,28.53560722,-41.07963575,1
21.94765793,12,,18.11547312,1,,22,-48.9215243,6,,32.07383573,11.33461148,18.9631062,-68.85454335,19,6.128388197,,2,17.66242478,19.09785174,4,4,3,4,4.518235379,16,,,5,0,,2,0.729532437,80.28675255,-35.79143218,7,2.121277726,87.96331004,-11.67667518,-5.96521761,27.09373401,-1.400518263,31.39910433,2,11,68.51881863,0,6,19.58284281,3,16,35.88133018,18.29617968,-15.55262532,-3.278301112,13.20166166,47.96339579,-35.40512667,0
74.76391391,13,13,-5.346375788,0,1,22,-27.67388085,4,,-7.635008102,-20.21638816,73.44408548,-110.5745952,19,-2.46564184,14,4,67.26962864,23.08018052,6,3,2,4,30.25024735,13,13,49.67092731,1,1,3,5,19.60199616,43.02180832,-27.08127769,4,0.861569673,111.9449987,-30.82590993,-10.09232572,-7.98539812,-1.925093856,31.19005474,0,11,-30.3530737,1,,,,18,28.33209526,33.77001535,7.028857172,-22.40116084,27.36250664,44.21923056,-21.49603235,1
-33.15684305,12,12,13.69162327,2,,24,-48.2477844,8,1,62.92084585,-93.72909861,-3.560027541,,,-7.379690877,17,3,-3.811923907,4.690399013,6,7,2,6,-4.446904641,,9,57.27230174,5,0,4,4,0.208017949,99.0221949,-44.86602423,3,3.11222082,70.68028917,-7.324459692,-17.96278085,-0.688748169,0.689336363,36.98567886,0,,-41.58800566,0,5,17.9594284,5,11,66.03187851,35.69375121,28.88805156,-41.60888219,19.51412405,38.32571084,-28.09952898,0
-155.7896972,13,,21.41281661,1,3,24,-44.66677964,,0,-32.50496589,,-60.04065033,-78.34528249,18,-10.17319155,19,3,-86.32090077,-17.85590127,3,3,2,,4.892883661,9,10,41.25738298,6,0,3,3,21.19976263,138.1803585,-16.12260698,3,0.363771928,,-36.8162607,-17.18308105,50.84460752,-0.259030145,45.37674166,0,11,-17.5098972,1,6,,1,12,39.27673823,23.89867646,107.7263382,-14.74910821,20.25749344,43.60412596,-5.192291519,1
83.51523508,,9,52.75261155,0,,23,-14.70704617,5,1,-46.3363506,95.05340289,,-72.65962721,18,-4.128754622,16,5,,-12.93569586,4,3,2,2,,14,16,64.32847493,1,0,2,5,18.23042466,77.129535,-47.25005486,,4.738102757,124.8425838,-9.125408716,-21.33483812,27.99487926,-0.19783003,18.55789299,0,11,26.3123972,1,4,24.14566563,1,,2.224386982,-37.37939112,17.52226541,-31.34471795,29.41672668,29.9718332,,1
2.557312983,12,12,-11.82166071,3,3,24,-39.99808754,,0,,16.91183122,,-94.33286484,15,-15.26651817,,4,50.41970785,28.02362896,2,6,3,,16.61796803,10,15,36.1402065,4,0,3,4,5.180326975,155.1157662,-89.06348664,3,1.719765167,,-18.03863574,,-65.7072014,0.211243276,54.49989862,0,12,-6.862667782,0,3,,1,15,-10.36610876,-9.732537138,35.07923209,-15.74321644,34.01030651,40.01777655,-30.84543234,0
-41.74214845,13,10,20.53717988,0,3,24,-42.66815522,5,0,20.36856586,-13.4229349,-39.24897549,-174.5886726,17,-8.453121429,15,3,58.36312165,2.870210623,4,,,7,53.03813977,,15,44.13145649,3,0,2,4,17.13196442,141.4177345,-70.401433,3,0.364640501,136.8939571,-11.57513754,-48.98101916,29.97781794,-1.740801154,39.11139063,2,11,-10.24222349,1,3,18.31163577,2,19,7.462965858,-48.04492292,-60.51594185,-26.69702092,23.25650725,,-8.463414645,0
102.5715011,12,11,52.11052601,0,2,,-94.93075852,10,0,-57.25252609,12.11070796,141.1303574,-4.230128729,15,,15,4,66.26796539,-21.79987233,2,4,,4,-32.47800631,14,14,62.98813649,4,1,4,5,14.99310746,76.47953558,-32.95593525,3,1.29178689,103.3527863,,-13.27608286,-77.40836684,4.793077976,38.07886479,0,9,-31.58555471,,2,,,,-24.80795476,-26.40327974,102.7777233,-36.73939086,25.97585787,49.76595459,-33.80571217,0
50.8356116,,11,19.24830742,0,,23,-44.42608576,8,0,72.63885337,19.11318786,94.05552415,-114.676221,19,-4.942842498,15,4,-41.63495234,-18.00151716,4,6,2,3,-37.33803856,13,12,51.28528722,,0,5,,-5.327580183,109.2866678,-14.40589364,3,1.082930451,93.98504869,,0.460777325,-29.7277436,-2.556700091,27.43863901,1,12,-27.78186721,0,3,21.60258201,2,16,21.88038951,-2.629334374,16.36659241,-1.805707963,30.96560771,41.51676735,-17.42525705,0
54.56571332,13,10,-9.131292438,0,2,23,-63.86835474,9,,-38.42410383,-99.79197271,43.1961127,-3.776341563,17,-2.922442853,,3,-7.168581351,-13.62571539,5,6,,5,-36.60524062,17,15,54.35266705,4,1,4,5,40.08327709,75.41504489,1.982815286,2,0.877691717,73.53949399,10.26954893,-0.982379983,-20.2783976,-3.550260438,47.75325167,0,10,-16.45295497,,6,23.84395832,2,20,38.25581368,-10.94087242,-5.201822342,,36.63211052,48.91717304,-54.92232577,1
102.840467,12,11,-2.759809713,,0,24,-40.02549305,7,0,52.91325777,,38.58895924,-54.6306499,,-9.235513901,16,2,-25.38725333,,3,3,,4,11.34563849,14,11,62.37907118,2,0,5,3,2.232472199,42.51371495,-13.34121575,2,0.245040575,71.31349185,17.88735491,-36.6434014,-109.4751094,9.654004705,32.52291439,0,10,-28.0299522,1,3,16.52209639,1,17,-6.789362452,72.42190564,-56.08452353,-16.84287869,20.3264386,40.59298855,-32.29353324,0
-39.53997585,13,11,5.752490132,1,1,24,-31.43955499,7,0,30.90216762,,25.11901975,-36.19612018,15,-16.16122428,15,2,-32.42258895,-33.62770101,5,4,,5,-5.620636141,14,11,59.44148377,2,,4,4,,71.02142319,,1,2.071954071,75.5230826,19.43379129,-9.295859028,-24.93202179,5.19210274,38.70083712,1,12,,0,,32.95729404,5,15,12.53367435,71.40341419,,-26.12213565,20.95115765,35.82972677,-52.16639506,0
-97.81110484,13,10,30.71359848,0,3,,-46.43689215,8,0,,55.0228728,31.5442307,-70.79877348,,-4.89433082,16,6,56.7899702,25.075308,11,6,2,2,-5.11666097,14,11,,,1,4,5,16.35786066,40.92969315,-92.41335579,5,0.30547058,111.0471591,8.190045027,-20.82186,18.00984073,-1.910659741,26.24777034,0,11,-18.52262124,0,2,29.37506133,4,16,-0.676898588,-32.44935434,-39.64213726,-36.02837978,27.51826671,40.08034684,-56.1266575,0
-54.97555208,11,11,27.91477761,1,,24,-57.90334096,7,,-2.350927909,29.71643098,0.854669811,-82.67286027,18,-28.00218646,16,3,21.6625989,-2.5612191,4,4,2,4,-28.32121843,15,13,44.86653159,5,0,4,2,28.36975262,90.99645244,-62.30796282,,,172.3626985,-9.774247503,-6.258943274,-7.730734594,4.257043042,35.06919081,1,11,-74.08936142,0,2,17.06740561,3,10,,-6.434480522,25.45581263,3.265326212,24.42476091,34.73235556,-50.11057875,0
-118.1448495,11,12,0.686064616,0,,22,,8,0,-35.72967434,88.90824788,97.2064497,-85.01763793,19,-12.90251485,16,4,-13.91192456,21.40008949,2,,,3,-40.78395982,11,16,30.81492022,,1,4,3,11.27888192,140.1819389,-41.77453463,6,0.523793264,-11.21424768,8.828319424,3.371681424,-10.08507851,2.556281985,31.86011082,1,12,-6.532077386,0,4,18.74402048,2,12,3.218780567,14.94574298,-11.3658185,-47.4613756,19.32981255,49.34720981,-56.44008213,0
,13,12,49.34228127,0,,24,-54.12113264,9,0,31.76562785,-33.1897228,66.8716905,,17,-3.493736045,16,1,49.92333645,10.30820052,3,6,2,4,-40.66121112,12,13,41.94337406,2,0,4,4,10.5227162,,-3.935193573,1,1.188420853,143.4327139,3.629138684,-21.92279258,-40.71196514,1.034164241,51.17161588,,11,,0,3,12.67912006,2,10,23.44020174,11.03538394,49.59585271,20.49373777,13.78100111,37.89406428,-27.58129697,0
-126.3817239,13,11,48.11627014,0,2,,-72.87193488,10,0,31.23022829,21.45994892,124.7558614,-74.78049617,18,-15.8695524,18,4,68.85341113,7.048808102,5,6,2,3,24.17496415,13,11,51.64638514,1,1,4,6,-1.47578632,64.12980877,-19.49237044,5,0.040931317,,-24.34223152,-22.30687265,-18.64255388,-4.714809897,44.9779424,2,12,-52.52306196,0,2,21.2589424,3,15,-4.034021659,-77.0204784,-36.57500181,-30.08243246,17.4320135,47.11307165,-19.99313756,0
,13,9,17.46600926,0,2,24,-30.03533578,8,0,-3.122349201,-43.58097571,,-67.3492134,19,0.027089457,16,3,0.175182247,-1.696360991,5,6,3,5,-1.193156809,17,15,,4,0,4,4,26.63580383,79.54262539,-50.70377219,6,6.210885173,,9.815939755,24.0251862,-5.084147052,-0.200025047,24.49233163,1,12,,0,4,15.41974025,5,,4.515823958,-25.18467306,19.36403716,-25.25912752,9.570385673,41.62739188,-48.51928393,0
61.19117489,11,13,35.8659135,0,1,22,-24.05190892,7,0,55.01101141,-91.78586272,,-87.05159735,18,-12.30729741,,1,-57.65323674,-5.350953654,3,4,2,10,-12.45543149,17,,54.30080349,4,0,2,3,,147.079653,-49.99886077,3,17.85033509,62.51928811,10.51904727,-34.47606623,-75.85565286,-0.855023688,27.74178894,0,11,-82.73760033,0,3,21.81811216,1,,37.05146401,12.28536984,-8.981609249,-38.8596893,15.22954848,40.2661693,,1
-84.59038389,12,8,20.49969801,1,3,24,-58.70428602,10,,-5.456630684,68.35464188,1.146850475,-52.86591607,19,-3.675204219,16,3,80.44685416,6.115459509,,3,1,,28.61329013,12,13,49.9472506,3,1,5,2,-2.795068947,126.1270222,-23.42111881,4,2.283334728,87.12326773,-11.95742936,-4.945970813,32.61932396,,49.76694468,,11,,0,,15.3983487,4,14,-25.96733284,-77.41163929,-64.95634016,-49.21860206,34.87035413,31.39608273,,1
